Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
Glass Candy,Disco,Nite Nurses,"[-60.50053405761719, 74.28770446777344, -74.35400390625, 47.82991027832031, -0.8632116317749023, 33.331634521484375, -2.2969698905944824, 28.304155349731445, -5.656636714935303, 14.66673469543457, -9.085859298706055, 7.138797283172607, -7.449650764465332, 6.813508987426758, -6.6531805992126465, 1.0254361629486084, -12.92125129699707, 0.7381933927536011, -9.516609191894531, -0.38490310311317444]",4684.962575983503,0.15120039274302866
Blah Blah Blah,,Crocodile Song,"[-257.72021484375, 225.28907775878906, 4.616961479187012, -0.6881358027458191, -2.9545376300811768, -19.982942581176758, -2.011833906173706, -0.7376331090927124, 9.155633926391602, 7.24072790145874, 5.315147399902344, 9.229269027709961, 5.150496482849121, 5.567111015319824, -3.1174585819244385, -2.1215362548828125, -2.2263810634613037, -2.1680800914764404, -6.205631732940674, -0.8396193385124207]",1158.1589737012432,0.030750952006769826
Area C,Soundtrack,Track 05,"[-320.7279968261719, 176.7660369873047, -10.817853927612305, 16.18316078186035, -15.854201316833496, 18.77591896057129, 2.1387062072753906, 16.327980041503906, 2.5340347290039062, 0.7178856134414673, -1.7249118089675903, -6.691909313201904, 0.9034002423286438, -9.472540855407715, -6.247095584869385, -10.121820449829102, -5.199159622192383, -5.916550636291504, -2.469250202178955, -5.700747013092041]",1668.083349143683,0.02894969475338491
Askew Ed,Folk,When I Arive,"[-165.8169708251953, 158.7435760498047, -17.90863609313965, 41.45353317260742, -13.729248046875, 24.61067008972168, -7.892664909362793, -0.549602746963501, 7.199326038360596, -12.725518226623535, 2.1482174396514893, -8.980668067932129, 2.9336535930633545, -2.9787368774414062, 1.1554858684539795, -1.4936498403549194, -1.3692725896835327, 3.235570192337036, 2.0628862380981445, -1.2075718641281128]",2704.111725474625,0.0635391578112897
Ed Askew,Folk,Dancing On Water,"[-219.86199951171875, 111.8507080078125, -1.2963448762893677, 55.64374923706055, 16.82482147216797, 15.442622184753418, 9.181281089782715, 15.327054023742676, 3.6027333736419678, 9.259149551391602, -2.6360087394714355, 4.516101360321045, 3.3437249660491943, 4.8416314125061035, 5.10792875289917, 2.5800905227661133, 0.18201103806495667, 1.81478750705719, -1.022542953491211, 2.2693662643432617]",2925.1418338556723,0.03538147965482184
Nicky Cook and Chris Andrews,Experimental Pop,Shaking,"[-124.60357666015625, 138.4793701171875, -7.313143730163574, 37.11530303955078, 6.86624002456665, 19.401845932006836, 2.566671133041382, 16.46272850036621, -10.096128463745117, 12.300894737243652, -5.495743751525879, 6.178063869476318, -0.4835013747215271, 6.02536153793335, -0.5266352891921997, 3.2867753505706787, -0.657088577747345, 3.9128921031951904, 2.654024600982666, 1.037581443786621]",3280.474421007027,0.05817498035541586
Charles Manson,Folk,So We Go Again,"[-301.3202819824219, 175.2970428466797, 16.678207397460938, 49.88418197631836, 32.60433578491211, -12.063737869262695, -9.08851432800293, 14.713419914245605, 5.550820350646973, -18.106489181518555, -10.698984146118164, -0.8373580574989319, -4.251997470855713, -3.803891897201538, -4.171027183532715, -8.143921852111816, -1.6613942384719849, -2.455519437789917, -5.766935348510742, 0.8228419423103333]",1142.7506363044204,0.022997952429883946
Ed Askew,Folk,Pebble Beach,"[-220.049560546875, 172.090576171875, -41.74989700317383, 18.612306594848633, 0.5110111832618713, -1.7001559734344482, -14.079279899597168, -19.888134002685547, -8.326196670532227, -4.6677656173706055, -13.719605445861816, -8.965322494506836, -9.03103256225586, -9.500242233276367, -2.4450862407684326, -4.503109931945801, -8.36687183380127, -8.283597946166992, -8.401505470275879, -3.6491386890411377]",2048.7108517083043,0.04686347769584139
Argumentix,Punk,I Can't Stand You Up-right,"[-120.50589752197266, 184.9911346435547, -51.732688903808594, 26.66421890258789, -14.441160202026367, 6.730311393737793, -5.319140434265137, 9.869668960571289, 0.19647058844566345, 12.643129348754883, 4.5391364097595215, 0.7801180481910706, -0.17798550426959991, 2.2090883255004883, 2.270620107650757, -0.4352911114692688, 0.2406284064054489, -2.2374489307403564, 0.5714296698570251, -5.039315700531006]",2004.7348577521375,0.046122272425048357
Grouper,Experimental,untitled3,"[-310.6911926269531, 192.99851989746094, 43.97410583496094, 42.340301513671875, 3.283966302871704, -9.036653518676758, 4.144961357116699, -7.174191474914551, -18.496788024902344, -26.275127410888672, -9.911441802978516, -6.918155193328857, -18.485790252685547, -11.35834789276123, -11.391833305358887, -13.769830703735352, -12.945782661437988, -15.024348258972168, -10.67325210571289, -4.666245460510254]",584.3963296114638,0.014465969535783366
Jad Fair,Acapella,It's Our Quest,"[-126.40914154052734, 162.2475128173828, -89.71724700927734, 53.18766784667969, -20.907482147216797, 19.88180923461914, -9.078733444213867, -7.526557922363281, 15.561788558959961, -24.052621841430664, 7.779210090637207, -9.045408248901367, -5.071635723114014, -3.0069217681884766, -6.132431983947754, 7.520950794219971, -0.7459755539894104, 10.138211250305176, -0.8423877358436584, -4.26938533782959]",2856.009859843897,0.086539115389265
Celesteville,Lo-fi,One Rose Among Many,"[-176.811279296875, 171.5293426513672, -16.472755432128906, 40.28313064575195, -14.010570526123047, 22.37666893005371, -13.447253227233887, 6.213250160217285, -16.924175262451172, -2.6354634761810303, -5.31868839263916, -5.455626010894775, 0.2730533182621002, -7.755064964294434, 0.39817652106285095, -7.487782001495361, -1.6680970191955566, -4.069284439086914, -1.0786904096603394, -6.398271083831787]",1981.9376713010104,0.0347859732039117
Charles Manson,Folk,Sweet Words,"[-373.3046875, 150.78773498535156, 21.67970848083496, 62.4671516418457, 32.70803451538086, -3.5174479484558105, 2.159881114959717, 17.663698196411133, 9.890274047851562, -8.5830717086792, -1.0552401542663574, 5.380787372589111, -4.043313503265381, 0.18656544387340546, 2.3184800148010254, -8.317512512207031, 2.5590593814849854, 5.7343220710754395, -4.93582010269165, 4.053656578063965]",1374.9845395171435,0.020342530620642913
Au,Pop,Boute,"[-305.0650939941406, 191.8103790283203, 11.594772338867188, 7.327802658081055, 5.836568355560303, 10.055384635925293, -12.556235313415527, -10.391507148742676, 1.3965343236923218, -3.043646812438965, -4.188035488128662, -8.247922897338867, -5.76446008682251, -5.961207389831543, -5.6192216873168945, -6.697842121124268, -15.168168067932129, -12.079801559448242, -1.7354567050933838, -1.8899061679840088]",1238.4435513820697,0.02816202767960883
Amoebic Ensemble,Jazz,Repetitive Motion Sickness,"[-177.91868591308594, 142.73487854003906, -64.83390808105469, 57.572837829589844, -9.772209167480469, 21.24546241760254, -0.5346267819404602, -1.7227118015289307, -3.3938164710998535, -0.5773131251335144, -2.142930507659912, -0.034278638660907745, -0.7855300903320312, 4.463669776916504, -2.0844054222106934, -1.0434364080429077, 0.5483430027961731, 0.27838507294654846, 0.7542592287063599, -2.851125478744507]",3006.629917763539,0.09085075916198683
Fuzz Unlimited,Rock,Florida Tags,"[-64.18690490722656, 154.91123962402344, -45.65285110473633, 45.703495025634766, -8.38078498840332, 26.538156509399414, -5.891685962677002, 17.436466217041016, -0.6773511171340942, 9.695626258850098, -3.9489920139312744, 8.713092803955078, 5.726283073425293, 1.4802196025848389, -7.848797798156738, 5.310771942138672, -0.4057301878929138, -0.7533985376358032, -0.8479055762290955, -1.063936471939087]",2664.2700307334912,0.05661606926982592
Celesteville,Experimental,Four Doors,"[-398.95849609375, 131.769287109375, 46.030601501464844, 39.42744445800781, 22.08392906188965, 25.866981506347656, 8.02896785736084, 17.05766487121582, 2.7016541957855225, 10.12149715423584, 2.6440317630767822, 8.202049255371094, 1.9319052696228027, 6.15394926071167, 2.8705108165740967, 5.622802257537842, 0.7847002744674683, 4.066628932952881, 0.3021765649318695, 3.64670467376709]",1874.2249166307286,0.013170371433752418
Argumentix,Punk,Save Life's Golden Receipt In Case Refund Needed,"[-181.18048095703125, 219.64410400390625, -36.19066619873047, 12.037023544311523, 7.001282691955566, 5.938436031341553, 5.8909406661987305, -13.215457916259766, 4.4691338539123535, 1.097259759902954, -3.858617067337036, 1.0610722303390503, 3.328718423843384, 4.10016393661499, -2.158146858215332, -0.40418487787246704, -0.2242358773946762, -2.306231737136841, -2.345489501953125, -4.0689377784729]",1253.2463678479048,0.03308965917893106
Cantonement Jazz Band,Blues,Bessemer,"[-203.36123657226562, 152.11080932617188, -28.785341262817383, 49.623104095458984, -2.698615074157715, 22.101530075073242, 8.315252304077148, 7.067867279052734, -4.918148040771484, 1.4673200845718384, -0.9206793308258057, -1.3636817932128906, 0.45121729373931885, -2.587682008743286, -3.0283756256103516, 1.2906335592269897, -1.505005955696106, -0.16689787805080414, -1.0176689624786377, -0.23373711109161377]",2262.962608071841,0.048757102272727275
El Jesus De Mágico,Rock,Indian Giver,"[-137.0945281982422, 231.01083374023438, -64.05009460449219, 7.431244850158691, 14.951263427734375, 15.537802696228027, 9.221688270568848, 7.857933521270752, 3.974595308303833, 0.7491143941879272, 1.7704789638519287, 0.19353584945201874, 5.909739971160889, 4.405587196350098, 2.8537797927856445, -2.2706081867218018, -3.6280555725097656, -1.8614338636398315, 0.8180349469184875, 1.6978546380996704]",1356.18736451073,0.040611022122823984
Blah Blah Blah,,Hippopotamus,"[-362.4185791015625, 160.48257446289062, 44.46845245361328, 27.651765823364258, 18.261960983276367, 25.928497314453125, 15.976580619812012, 13.56547737121582, 18.071229934692383, 7.889143466949463, 6.85648250579834, 3.6646902561187744, 4.725013256072998, 5.378280162811279, 7.691854953765869, 2.000941753387451, 0.6101973652839661, 2.0679869651794434, -1.975305199623108, -1.450665831565857]",1145.4129305577578,0.011044978542069633
Glove Compartment,Rock,The Lower Frequencies,"[-112.62683868408203, 111.3775405883789, -25.474685668945312, 62.27012252807617, -11.907078742980957, 25.52106475830078, -10.593863487243652, 19.6716365814209, -22.84888458251953, 13.343399047851562, -13.560538291931152, 5.770819187164307, -8.977246284484863, 4.674063205718994, -6.750551700592041, 3.040379047393799, -0.8066149353981018, -4.199861526489258, -4.902958869934082, -4.367208957672119]",3961.2550349017442,0.09772141713007737
Blah Blah Blah,,Disco Ghoul,"[-390.8037414550781, 135.59400939941406, 65.37649536132812, 31.31795883178711, 30.191564559936523, 17.197280883789062, 17.376596450805664, 8.626971244812012, 7.918722152709961, 5.594850540161133, 8.052825927734375, 7.573681354522705, 7.107824802398682, 7.8217692375183105, 6.4954729080200195, 5.928357124328613, 3.5797393321990967, 4.480231285095215, 2.2244088649749756, 2.7622761726379395]",1741.0058432869923,0.021247128868471955
Bird Names,Rock,New Life,"[-54.79173278808594, 130.9315948486328, -41.30191421508789, -0.33026322722435, -0.001894191256724298, 11.98001766204834, -6.9543023109436035, 5.8473734855651855, 1.4067738056182861, -5.4681830406188965, -6.161364555358887, -6.932812690734863, -7.98367166519165, -0.144379660487175, -5.847799301147461, -2.1926634311676025, -7.198929309844971, -5.020727157592773, -6.347136497497559, -4.02545166015625]",3893.8162818539104,0.10424039682059962
Jad Fair,Acapella,Apple Pear,"[37.444332122802734, 135.28848266601562, -58.63422393798828, 27.93526268005371, -26.992897033691406, 22.92133903503418, -18.682466506958008, 15.255107879638672, -17.40098762512207, 7.921426296234131, -11.07313060760498, 7.629443645477295, -5.130887031555176, 2.730360746383667, -2.1624093055725098, 2.7738749980926514, 3.9743142127990723, 2.524045705795288, 7.441140174865723, 2.323242664337158]",3093.33303804469,0.05506301378143134
Nicky Cook and Chris Andrews,Experimental Pop,Fairies,"[-190.4138641357422, 145.6044921875, -1.669559121131897, 4.893430233001709, 1.041096568107605, 9.522568702697754, 4.665526390075684, 1.532677173614502, -8.502915382385254, 3.930218458175659, -8.989611625671387, -3.8342301845550537, -7.065136909484863, -8.778980255126953, -11.585320472717285, -10.627842903137207, -6.838259696960449, -6.1059722900390625, -7.7187113761901855, -3.225419521331787]",2635.7358736101764,0.039627938008326875
Blah Blah Blah,,Mr Mystery,"[-206.62057495117188, 151.20770263671875, -28.400671005249023, -4.501274108886719, 12.990883827209473, -1.8017973899841309, 6.505570411682129, 2.004725933074951, 12.43273639678955, 10.0738525390625, 3.114687204360962, 6.189783573150635, -3.405557870864868, -3.681467294692993, -4.683172225952148, -3.932002305984497, -5.589104652404785, 2.360818386077881, 1.057776689529419, -2.7201404571533203]",2644.446529643074,0.059908818866189
Jad Fair,Acapella,Not No,"[-163.74130249023438, 162.65272521972656, -72.13356018066406, 66.68878173828125, -25.15774154663086, 14.049144744873047, -4.187344074249268, -10.60549259185791, 11.656661033630371, -21.546009063720703, 5.488641738891602, -6.681014060974121, -2.8949193954467773, -7.453242301940918, -8.092442512512207, 3.6639528274536133, -8.166351318359375, 1.0693718194961548, -6.5803914070129395, -2.4896068572998047]",2775.8404925377645,0.07202224081380712
Here Comes A Big Black Cloud!!,Rock,Death March,"[-12.468521118164062, 210.65419006347656, -98.20378112792969, 62.438385009765625, -14.224420547485352, 9.999846458435059, 5.972309112548828, -16.748437881469727, 13.11998176574707, -19.490705490112305, 4.042109966278076, -5.464603900909424, -5.525123119354248, 4.9372663497924805, -7.7078166007995605, 6.868128299713135, -5.802569389343262, -2.42166805267334, 0.37985023856163025, -5.594493389129639]",2223.614315649227,0.07413175953718049
Blah Blah Blah,Post-Punk,Going Down to Soho,"[-212.42132568359375, 164.51846313476562, -18.736099243164062, 18.465055465698242, 3.6761474609375, 17.821643829345703, 0.49339693784713745, 13.890727996826172, 0.9561983346939087, 6.8945417404174805, 2.5854039192199707, -0.2867701053619385, 5.227320671081543, 0.7205718159675598, 3.733750104904175, 3.470642566680908, 2.910207509994507, -2.4125800132751465, 0.5458743572235107, 0.051771994680166245]",2157.201916903668,0.04013305002178544
Askew Ed,Folk,Song For R,"[-311.8573913574219, 161.94847106933594, 1.9598299264907837, 20.64876937866211, -5.5482330322265625, -12.314779281616211, -19.701980590820312, -14.929055213928223, -12.670248985290527, -15.797019958496094, -18.113216400146484, -12.643383026123047, -14.357355117797852, -14.780089378356934, -5.021740913391113, 1.0616098642349243, 2.670487880706787, 4.089501857757568, 2.6770641803741455, 1.225300908088684]",1590.4319375491325,0.027059139898818745
Illusion of Safety,Electronic,Time Remaining,"[-428.76708984375, 151.98178100585938, 35.75120162963867, 50.62098693847656, -12.013935089111328, 15.763480186462402, -18.412303924560547, 19.98601531982422, -5.420254707336426, 3.2107150554656982, 2.2793049812316895, -1.8632622957229614, 9.095549583435059, 0.5785924792289734, 4.866123199462891, -0.0663769394159317, -7.465883255004883, 4.783497333526611, -6.160111427307129, 5.463829040527344]",3503.863018092024,0.18347555643638652
Double Dagger,Rock,Punk Rock vs. Swiss Modernism,"[-127.53546905517578, 148.52447509765625, -64.7379379272461, 58.31896209716797, -18.16181182861328, 38.760284423828125, -7.8006110191345215, 12.868858337402344, -9.541833877563477, -0.3927318751811981, -0.1080264151096344, 4.334721088409424, 3.2919771671295166, -8.66322135925293, 1.4012410640716553, -3.2445948123931885, 5.018263339996338, -5.423744201660156, -2.9921860694885254, -5.521233081817627]",3035.3263357235674,0.07773021941489362
Abominog,Psychedelic,Father's Day,"[-78.89736938476562, 162.63514709472656, -54.52454376220703, 30.5849609375, -23.79591941833496, 17.035797119140625, -13.369502067565918, 10.629975318908691, -9.168662071228027, 0.8303230404853821, -7.244006156921387, -1.524189829826355, -4.6397318840026855, -2.657400131225586, -0.30658194422721863, 1.8696905374526978, -3.691704273223877, -0.7338428497314453, 2.6137044429779053, -0.2441868633031845]",2372.7850001332927,0.044883863949941906
Here's How,Jazz: Vocal,From This Moment On,"[-258.7082824707031, 153.37063598632812, -19.502914428710938, 43.355655670166016, 10.936530113220215, 21.75579071044922, -6.1564812660217285, 1.6829923391342163, 3.7796401977539062, 1.503559947013855, -2.213207960128784, 0.941923201084137, 4.361141681671143, -2.3779492378234863, 0.5708372592926025, 0.6127315163612366, -2.1116783618927, -3.591738700866699, -2.314373016357422, -4.366636276245117]",2031.7528482232983,0.03250587752953137
Glass Candy,Disco,Lovin' Machine (nite Vocoder version),"[-101.1447982788086, 89.57373809814453, 6.019132614135742, 4.0713701248168945, -6.363204002380371, 12.077801704406738, -5.986605167388916, 12.494145393371582, -5.135579586029053, 13.070479393005371, -9.140411376953125, 1.782547116279602, -12.1284761428833, 2.941460609436035, -2.810584783554077, 8.575520515441895, -3.897019624710083, 2.711669683456421, -7.163995742797852, 6.325953006744385]",5490.736082663871,0.12343852119238961
Jad Fair,Acapella,Jack Duggins 2008,"[-308.0704345703125, 152.0629119873047, -8.724903106689453, 31.056184768676758, 10.483257293701172, 19.864643096923828, -14.757848739624023, 12.368059158325195, -6.986738204956055, -5.852960109710693, 6.999476432800293, -11.43027114868164, -6.260153293609619, -1.7294373512268066, -10.073895454406738, 0.5960810780525208, -0.8789076805114746, -3.2790775299072266, -2.5519320964813232, -12.775757789611816]",2558.5306107882693,0.06634025071407823
Fanatic,Hip-Hop,Late Night Show,"[-181.92623901367188, 145.21826171875, -0.7690277695655823, 55.78877639770508, 0.3159281313419342, 22.173166275024414, -1.3441379070281982, 11.453031539916992, -2.653622627258301, 7.327260971069336, -10.243014335632324, 3.1596693992614746, -2.7335360050201416, -0.8073873519897461, -2.083516836166382, 1.325293779373169, -1.2381190061569214, -2.549577474594116, -0.34945550560951233, -1.8654288053512573]",2230.332928545551,0.037089329371611156
Fanatic,Hip-Hop,Propose A Toast,"[-224.4419708251953, 155.70645141601562, 20.214881896972656, 53.27349090576172, 21.045324325561523, 32.83380889892578, 5.904651165008545, 14.338879585266113, 9.932344436645508, 8.387163162231445, -4.727393627166748, 8.265596389770508, -0.031154878437519073, -3.2209694385528564, -1.5941991806030273, -1.6973578929901123, -2.3158669471740723, -4.743759632110596, 1.0246481895446777, -1.4243944883346558]",1475.5374183867684,0.02019445772414795
I Am the Liquor,Rock,Aimless Journey,"[-71.55343627929688, 107.25386810302734, -41.8416748046875, 61.85027313232422, -9.637646675109863, 32.88922119140625, -10.01803970336914, 23.387805938720703, 0.7871503829956055, 16.441001892089844, 0.8821139931678772, 5.378587245941162, -6.801319122314453, 6.345275402069092, -7.05653715133667, 4.574381351470947, 0.30866438150405884, 0.5733607411384583, -2.0543270111083984, 2.393148899078369]",3923.5969651525816,0.09544453427224371
Gang Wizard,Noise,Track 01,"[-203.69192504882812, 164.5126495361328, -50.675777435302734, 45.082366943359375, -30.994535446166992, 6.4329514503479, -10.222938537597656, 5.545714855194092, -14.49630355834961, 7.839095592498779, -16.2197322845459, -1.4184352159500122, -5.985555648803711, -5.434718132019043, -8.389864921569824, -4.85693359375, -4.470184803009033, -5.6365065574646, -2.4592108726501465, -6.371788024902344]",2529.2995404516423,0.05262897425048356
Blah Blah Blah,,The Sound of Music,"[-170.95639038085938, 189.20046997070312, -20.30332374572754, 0.37121742963790894, -19.67211151123047, 5.842798709869385, -16.180160522460938, 11.098461151123047, -1.1293563842773438, 2.2339208126068115, -0.8405296802520752, -7.765964508056641, -6.040478706359863, -2.5982420444488525, 6.1621317863464355, -2.8734772205352783, -7.735632419586182, -10.34217357635498, -4.541203022003174, -8.717950820922852]",2162.1490197230337,0.060358143517622
Celesteville,Experimental,Waverly,"[-112.15153503417969, 158.24966430664062, -35.9630241394043, 53.255287170410156, -13.585515975952148, 26.244766235351562, -11.310885429382324, -1.654767394065857, -9.908405303955078, 2.70682954788208, -6.502185821533203, 1.414185881614685, -1.8558259010314941, -2.8220009803771973, 2.901562213897705, 0.5115999579429626, 1.6358869075775146, -3.8706820011138916, 2.23272705078125, -5.9872212409973145]",2428.280085919409,0.04970155343326886
Celesteville/Luv(sic),Rock,Do Not Talk,"[-210.81179809570312, 169.68934631347656, -4.288003921508789, 42.55300521850586, -2.2713024616241455, 10.850064277648926, 6.745354175567627, 4.163935661315918, 1.758480191230774, -4.39735746383667, 2.9774115085601807, 2.1494481563568115, -0.5913276076316833, -5.8929901123046875, -5.567380428314209, -1.46963632106781, -3.8306198120117188, -2.452711343765259, 3.748129367828369, -5.058926105499268]",1682.1309429768921,0.02897633405548025
Nicky Cook and Chris Andrews,Experimental Pop,Takeaway,"[-173.40719604492188, 135.1852264404297, 21.634824752807617, 44.58480453491211, -4.734085559844971, 30.78199577331543, 9.475435256958008, -0.643711268901825, 5.069138050079346, 1.544984221458435, -3.1258208751678467, 5.619192600250244, -1.6921374797821045, 6.7054009437561035, 2.6584842205047607, -4.461668014526367, 4.745728015899658, -1.974254846572876, -4.219392776489258, 2.265320062637329]",2796.720646185937,0.04917700525870406
Brian Joseph Davis,Avant-Garde,Track5,"[-337.85980224609375, 217.3121795654297, -12.902912139892578, 13.340081214904785, 1.329630732536316, 1.1811059713363647, -16.05473518371582, 26.583765029907227, 13.334099769592285, 0.9558391571044922, 8.030704498291016, 2.3833348751068115, -14.902253150939941, 17.013349533081055, 9.769940376281738, 5.8748602867126465, 8.911205291748047, -7.339069366455078, -2.8338863849639893, -3.3521265983581543]",1224.281433157168,0.030478005621373306
Brian Joseph Davis,Avant-Garde,Track4,"[-225.20590209960938, 161.22523498535156, -18.640859603881836, 49.0315055847168, -23.056629180908203, 23.527742385864258, -26.074508666992188, 34.43684768676758, 8.421223640441895, -0.7804325819015503, 9.375534057617188, -3.3560791015625, -13.933097839355469, 13.87558364868164, 4.696825981140137, 2.039747714996338, 7.492306232452393, -9.197195053100586, -2.3815863132476807, -6.122580051422119]",2674.792932985416,0.05816579474486832
Death Sentence: Panda!,Avant-Garde,A+ Cannibal,"[-44.20045471191406, 153.22377014160156, -56.7911262512207, 49.966190338134766, -32.049129486083984, 20.684343338012695, -19.302043914794922, 16.30998992919922, -11.268674850463867, 6.6725873947143555, -7.247223854064941, 2.4580137729644775, -3.6363484859466553, -2.522890329360962, 3.9538087844848633, -1.3063024282455444, 4.355524063110352, -2.457040786743164, 4.479510307312012, -5.9136176109313965]",3010.1010214377334,0.07315992477972502
Glass Candy,Disco,Brittle Woman,"[-97.41461181640625, 104.08818054199219, -49.8148193359375, 32.92109298706055, 16.41310691833496, 23.502164840698242, -0.06813710182905197, 17.49965476989746, 0.5047454833984375, 8.863630294799805, -0.9307503700256348, 6.196167469024658, -5.548990726470947, 0.7122187614440918, -7.164440155029297, 2.76665997505188, -7.500302791595459, -1.119287371635437, -7.943655014038086, -1.6347148418426514]",4119.844964268096,0.12445391833897486
Celesteville,,Let's Climb a Mossy Hill (Kelly Haus),"[-38.58749008178711, 157.97959899902344, -72.2470474243164, 57.19074249267578, -32.77313232421875, 12.991227149963379, -13.63037109375, 9.063908576965332, -13.046645164489746, 3.077451467514038, -8.11097526550293, -0.24233973026275635, -1.8576366901397705, -5.487163066864014, -4.349761486053467, -5.158803462982178, 0.292962908744812, -7.370937824249268, 0.4961397647857666, -6.765542507171631]",2949.630553704471,0.0793097722816615
Charles Manson,Folk,1967- Mac Brother,"[-365.97247314453125, 144.8983154296875, 19.67873191833496, 39.17955017089844, 31.735244750976562, -4.028951168060303, -5.133188724517822, 7.672901153564453, 4.514934539794922, -7.49540901184082, -1.4335012435913086, 5.466693878173828, -1.1709847450256348, 0.8315746188163757, 3.322242259979248, -2.5153303146362305, 1.8021869659423828, 3.306393623352051, -0.540335476398468, 3.59993052482605]",1583.83006624719,0.02717998216876209
Cantonement Jazz Band,Blues,Has Been Blues,"[-207.4368896484375, 188.40541076660156, -28.198936462402344, 25.364133834838867, -6.29622220993042, 7.196689128875732, 5.7330098152160645, 2.120607852935791, 4.415907859802246, 3.7031185626983643, -2.6610569953918457, -3.000239372253418, -3.6389853954315186, -7.554573059082031, -1.25469970703125, 4.828610420227051, 1.3056515455245972, -0.41192272305488586, -4.9096598625183105, -3.128870725631714]",1595.1643603480823,0.04042352252372192
Black Pus,Noise,Berserk is the Best,"[29.554893493652344, 135.9325408935547, -91.85601043701172, 66.59156799316406, -29.02730369567871, 44.925506591796875, -18.307470321655273, 28.803604125976562, -1.5151679515838623, 1.169861912727356, 7.857646465301514, -5.71890115737915, 13.438895225524902, -6.2733473777771, 18.612977981567383, -7.365243434906006, 7.532938480377197, -5.201577186584473, 0.9245989322662354, -5.330021381378174]",3650.0002021365685,0.10054943932755615
Brian Joseph Davis,Avant-Garde,The Ambient Honky,"[-181.3495330810547, 206.16319274902344, -82.50247955322266, 33.957847595214844, 9.117362022399902, -10.880486488342285, -4.912725448608398, -17.062963485717773, -5.4861063957214355, -14.960090637207031, -11.306979179382324, -5.945303440093994, -0.7110856771469116, -0.6529971361160278, -9.900606155395508, -5.777221202850342, -0.42129793763160706, -3.4835829734802246, -8.574487686157227, -6.464273452758789]",1853.3707085505775,0.06111949917699458
Ed Askew,Folk,Burning Buddhas,"[-312.0333557128906, 145.36404418945312, 44.89250946044922, 59.11639404296875, 6.086087703704834, 15.539114952087402, -4.9849042892456055, -6.3781890869140625, 5.246673107147217, -3.0338618755340576, 0.6127795577049255, 0.7561606764793396, -4.060652732849121, -7.831954002380371, -4.71555757522583, -7.0117316246032715, -3.900674819946289, -1.6495747566223145, -7.994349956512451, -5.435990333557129]",2150.5477902299685,0.037157919789651835
Infinite Body,Noise,10,"[-272.8381042480469, 174.6721954345703, 16.53307342529297, -1.096982717514038, -6.513383865356445, 9.896580696105957, 10.391682624816895, 10.754936218261719, 5.463444709777832, 6.084807395935059, 3.5021655559539795, 1.903533935546875, -3.4876906871795654, -3.625143527984619, -5.066708564758301, -6.75630521774292, -6.213512420654297, -7.9750542640686035, -7.180708885192871, -6.265758037567139]",1108.271926643598,0.026781612669245648
Black Pus,Rock,Body on the Tide,"[-1.828520655632019, 138.37449645996094, -75.80413055419922, 37.3494758605957, 19.799701690673828, 25.593229293823242, 11.710105895996094, 23.497838973999023, 7.516867160797119, 6.036853313446045, 5.951988697052002, 10.931429862976074, 2.7373557090759277, 5.705489635467529, 2.709218978881836, 2.9726686477661133, -0.4314621090888977, 4.254048824310303, -4.724512577056885, -0.04129534959793091]",2736.925067643692,0.06057675433288149
Blah Blah Blah,,Splish spladdy,"[-232.52557373046875, 160.72622680664062, -3.027379274368286, 29.198041915893555, -0.720535397529602, 24.754356384277344, -2.9586901664733887, -0.9024494290351868, 2.7087438106536865, -5.971810817718506, 2.0950844287872314, -2.4205198287963867, 2.195509433746338, -2.5890629291534424, 1.585060715675354, -0.2757759690284729, -2.183999538421631, -0.5900788307189941, -2.6134002208709717, -1.6207116842269897]",2025.6459872188032,0.029280819330270793
Borful Tang,Electronic,Electronic Interlude VI,"[-255.74559020996094, 242.46432495117188, 23.37224578857422, 0.19070427119731903, 18.72841453552246, -2.9422292709350586, -13.864777565002441, -13.714056968688965, -9.085014343261719, -4.206586837768555, -5.9881486892700195, -4.521642684936523, 0.03822587803006172, 1.2987102270126343, 0.19188912212848663, -1.9180428981781006, -0.15064452588558197, 2.9088664054870605, 2.2436299324035645, 1.3247660398483276]",757.3521359009644,0.026003907762877615
Ian Nagoski & Tom Carter,Psych-Folk,Duo: Part 1,"[-196.0707244873047, 214.58152770996094, -34.63883972167969, -5.709867000579834, 20.362550735473633, -3.8477554321289062, -5.904424667358398, -11.506132125854492, -13.925735473632812, -4.082653999328613, -11.496034622192383, -10.116029739379883, -4.595279693603516, -10.554914474487305, -6.9504170417785645, -2.9739880561828613, -6.52232027053833, -10.741358757019043, -8.222142219543457, -12.416458129882812]",1201.6127324283698,0.03329635608297831
Here's How,Jazz: Vocal,Late Late Show,"[-278.3008728027344, 161.87379455566406, -9.613555908203125, 34.72618103027344, 7.9182586669921875, 19.2636661529541, -0.25106188654899597, 4.911038398742676, 4.917077541351318, 3.1948153972625732, 3.3594441413879395, 3.164595365524292, 1.6226468086242676, -1.4158211946487427, -0.4746858775615692, -2.686429023742676, -2.1193759441375732, 0.2395687699317932, 0.3029581606388092, -2.2306361198425293]",1704.6133401759184,0.027359805669729207
